"32/32", "coremark", "coremark", 6971313, 6063828
"128/128", "coremark", "coremark", 6725913, 6063828
"192/192", "coremark", "coremark", 6587375, 6063828
"256/256", "coremark", "coremark", 6556955, 6063828
"512/512", "coremark", "coremark", 6645409, 6063828
"1024/1024", "coremark", "coremark", 6374372, 6063828
"32/32", "mibench", "basicmath_tiny", 68254102, 38166966
"128/128", "mibench", "basicmath_tiny", 43529065, 38166966
"192/192", "mibench", "basicmath_tiny", 42437940, 38166966
"256/256", "mibench", "basicmath_tiny", 45432966, 38166966
"512/512", "mibench", "basicmath_tiny", 51001223, 38166966
"1024/1024", "mibench", "basicmath_tiny", 75305448, 38166966
"32/32", "mibench", "bitcnts", 55991470, 50949460
"128/128", "mibench", "bitcnts", 50958826, 50949460
"192/192", "mibench", "bitcnts", 50961739, 50949460
"256/256", "mibench", "bitcnts", 50959888, 50949460
"512/512", "mibench", "bitcnts", 50964610, 50949460
"1024/1024", "mibench", "bitcnts", 50971166, 50949460
"32/32", "mibench", "cjpeg_small", 62952191, 58603241
"128/128", "mibench", "cjpeg_small", 62662914, 58603241
"192/192", "mibench", "cjpeg_small", 61820656, 58603241
"256/256", "mibench", "cjpeg_small", 61863035, 58603241
"512/512", "mibench", "cjpeg_small", 60414573, 58603241
"1024/1024", "mibench", "cjpeg_small", 58351254, 58603241
"32/32", "mibench", "crc_32", 24844352, 21737039
"128/128", "mibench", "crc_32", 24497969, 21737039
"192/192", "mibench", "crc_32", 24834093, 21737039
"256/256", "mibench", "crc_32", 24834336, 21737039
"512/512", "mibench", "crc_32", 22776679, 21737039
"1024/1024", "mibench", "crc_32", 22432890, 21737039
"32/32", "mibench", "csusan_small", 4762738, 3354992
"128/128", "mibench", "csusan_small", 3968955, 3354992
"192/192", "mibench", "csusan_small", 3815209, 3354992
"256/256", "mibench", "csusan_small", 3708737, 3354992
"512/512", "mibench", "csusan_small", 3833050, 3354992
"1024/1024", "mibench", "csusan_small", 5219516, 3354992
"32/32", "mibench", "dbf", 88893363, 83010154
"128/128", "mibench", "dbf", 87938466, 83010154
"192/192", "mibench", "dbf", 88684183, 83010154
"256/256", "mibench", "dbf", 87425987, 83010154
"512/512", "mibench", "dbf", 85543956, 83010154
"1024/1024", "mibench", "dbf", 84062070, 83010154
"32/32", "mibench", "dijkstra_small", 98287424, 80760884
"128/128", "mibench", "dijkstra_small", 87237969, 80760884
"192/192", "mibench", "dijkstra_small", 87188929, 80760884
"256/256", "mibench", "dijkstra_small", 86890084, 80760884
"512/512", "mibench", "dijkstra_small", 86697057, 80760884
"1024/1024", "mibench", "dijkstra_small", 87215164, 80760884
"32/32", "mibench", "djpeg_small", 17850144, 16223579
"128/128", "mibench", "djpeg_small", 16982809, 16223579
"192/192", "mibench", "djpeg_small", 17543609, 16223579
"256/256", "mibench", "djpeg_small", 16888042, 16223579
"512/512", "mibench", "djpeg_small", 16844795, 16223579
"1024/1024", "mibench", "djpeg_small", 16870709, 16223579
"32/32", "mibench", "drijndael", 119576101, 130041179
"128/128", "mibench", "drijndael", 115345156, 130041179
"192/192", "mibench", "drijndael", 116113760, 130041179
"256/256", "mibench", "drijndael", 115155933, 130041179
"512/512", "mibench", "drijndael", 112119006, 130041179
"1024/1024", "mibench", "drijndael", 118040111, 130041179
"32/32", "mibench", "ebf", 90517766, 83610988
"128/128", "mibench", "ebf", 89519234, 83610988
"192/192", "mibench", "ebf", 90210170, 83610988
"256/256", "mibench", "ebf", 88925801, 83610988
"512/512", "mibench", "ebf", 87038409, 83610988
"1024/1024", "mibench", "ebf", 85641386, 83610988
"32/32", "mibench", "erijndael", 126600467, 136057403
"128/128", "mibench", "erijndael", 122079232, 136057403
"192/192", "mibench", "erijndael", 122858282, 136057403
"256/256", "mibench", "erijndael", 123378858, 136057403
"512/512", "mibench", "erijndael", 120865119, 136057403
"1024/1024", "mibench", "erijndael", 128434918, 136057403
"32/32", "mibench", "esusan_small", 8250360, 6557356
"128/128", "mibench", "esusan_small", 7031929, 6557356
"192/192", "mibench", "esusan_small", 6911264, 6557356
"256/256", "mibench", "esusan_small", 6706063, 6557356
"512/512", "mibench", "esusan_small", 7171095, 6557356
"1024/1024", "mibench", "esusan_small", 8688704, 6557356
"32/32", "mibench", "fft_tiny", 21011754, 10205207
"128/128", "mibench", "fft_tiny", 12037940, 10205207
"192/192", "mibench", "fft_tiny", 11957648, 10205207
"256/256", "mibench", "fft_tiny", 12272993, 10205207
"512/512", "mibench", "fft_tiny", 14548784, 10205207
"1024/1024", "mibench", "fft_tiny", 23263542, 10205207
"32/32", "mibench", "ifft_tiny", 20260893, 9898104
"128/128", "mibench", "ifft_tiny", 11760609, 9898104
"192/192", "mibench", "ifft_tiny", 11696762, 9898104
"256/256", "mibench", "ifft_tiny", 12046682, 9898104
"512/512", "mibench", "ifft_tiny", 14201400, 9898104
"1024/1024", "mibench", "ifft_tiny", 22413402, 9898104
"32/32", "mibench", "patricia", 304140348, 257824774
"128/128", "mibench", "patricia", 288133973, 257824774
