,"coremark","mibench-basicmath_tiny","mibench-bitcnts","mibench-cjpeg_small","mibench-crc_32","mibench-csusan_small","mibench-dbf","mibench-dijkstra_small","mibench-djpeg_small","mibench-drijndael","mibench-ebf","mibench-erijndael","mibench-esusan_small","mibench-fft_tiny","mibench-ifft_tiny","mibench-patricia","mibench-qsort_small","mibench-rawcaudio","mibench-rawdaudio","mibench-rsynth_tiny","mibench-search_large","mibench-search_small","mibench-sha","mibench-ssusan_small","mrtc-adpcm","mrtc-bsort100","mrtc-bs","mrtc-cnt","mrtc-compress","mrtc-cover","mrtc-crc","mrtc-duff","mrtc-edn","mrtc-expint","mrtc-fac","mrtc-fdct","mrtc-fft1","mrtc-fibcall","mrtc-fir","mrtc-insertsort","mrtc-janne_complex","mrtc-jfdctint","mrtc-lcdnum","mrtc-lms","mrtc-loop3","mrtc-ludcmp","mrtc-matmult","mrtc-minmax","mrtc-minver","mrtc-ndes","mrtc-nsichneu","mrtc-ns","mrtc-qsort-exam","mrtc-qurt","mrtc-recursion","mrtc-select","mrtc-sqrt","mrtc-statemate","mrtc-ud"
pref_sf_256_cbb_mc2k_ideal,1.00074,.94890,1.01010,.97478,.97323,.98831,.98002,.98160,.98671,.97863,.98040,.97961,.99608,.93632,.93602,.97283,.93419,1.00000,1.00000,.98734,.97022,.97482,.98801,.99381,1.00145,1.00000,.98214,1.00020,1.00012,1.00051,1.00006,.99125,1.00001,1.00963,.97526,1.00027,.98526,.97526,1.00033,1.00054,.98769,1.00016,1.00120,.98802,.97526,.93243,1.00000,1.10785,.99329,.99982,1.00003,1.00010,1.07975,.92845,.99770,1.04887,.97526,1.00123,.96302
pref_sf_256_cbb_mc4k_16,1.00286,.96992,1.01012,1.02120,.97178,.99319,.97402,.98676,1.02918,.97464,.97391,.98027,1.00106,1.00435,1.00603,.97607,.96363,1.00000,1.00000,.99627,.96115,.96568,.99922,.99385,1.00145,1.00000,.98214,1.00020,1.00012,1.00051,1.00006,.99125,1.00001,1.00963,.97526,1.00027,.98600,.97526,1.00033,1.00054,.98769,1.00016,1.00120,.98927,.97526,.99850,1.00000,1.10785,1.04273,.99982,1.00003,1.00010,1.47350,.97988,.99770,1.12328,.97526,1.00123,.95850
pref_sf_256_cbb_mc4k_32,1.00217,.95165,1.01014,.99925,.97324,.99738,.97326,.98614,1.00358,.97810,.95200,.97957,1.00281,.94426,.94472,.99962,.97970,1.00000,1.00000,.99856,.97661,.97930,.99991,.99746,1.00145,1.00000,.98214,1.00020,1.00012,1.00051,1.00006,.99125,1.00001,1.00963,.97526,1.00027,.97668,.97526,1.00033,1.00054,.98769,1.00016,1.00120,.98973,.97526,.96223,1.00000,1.10785,1.00003,.99982,1.00003,1.00010,1.07975,.98791,.99770,1.04887,.97526,1.00123,1.00381
pref_sf_256_cbb_mc4k_4,.98739,.95781,1.01000,.99168,.97108,.99366,1.29024,1.00375,1.03042,.97051,1.28594,.96552,.99854,.96995,.97050,.94352,.95818,.99999,.99999,.99616,.95584,.95548,.99797,.99156,1.00149,1.00000,.98214,1.00019,1.00012,1.00051,1.00006,.99125,1.00001,1.01209,.97526,1.00027,.96850,.97526,1.00032,1.00054,.98769,1.00016,1.00094,.98317,.97526,.96118,1.00000,1.09929,.97837,.99986,1.00003,1.00010,1.57157,.97242,.99770,1.14624,.97526,1.00123,.95542
pref_sf_256_cbb_mc4k_64,1.00117,.94663,1.01013,.98851,.97323,.99730,.97317,.98583,.99477,.97807,.95199,.97748,1.00277,.94318,.94438,.98192,.97883,1.00000,1.00000,.99586,.98336,.98416,.99973,.99730,1.00145,1.00000,.98214,1.00020,1.00012,1.00051,1.00006,.99125,1.00001,1.00963,.97526,1.00027,.97668,.97526,1.00033,1.00054,.98769,1.00016,1.00120,.98972,.97526,.96223,1.00000,1.10785,1.00003,.99982,1.00003,1.00010,1.07975,.98791,.99770,1.04887,.97526,1.00123,1.00381
pref_sf_256_cbb_mc4k_8,.98624,.95752,1.01010,1.01852,.97175,.99285,.97013,1.03583,.99083,.97476,.97054,.97475,.99859,.96708,.96752,.95940,.96181,1.00000,1.00000,.99520,.95779,.95788,.99795,.99294,1.00145,1.00000,.98214,1.00020,1.00012,1.00051,1.00006,.99125,1.00001,1.00963,.97526,1.00027,.97175,.97526,1.00033,1.00054,.98769,1.00016,1.00112,.98815,.97526,.97729,1.00000,1.10785,1.02192,.99982,1.00003,1.00010,1.11531,.96937,.99770,1.96324,.97526,1.00123,.96302
pref_sf_256_cbb_mc4k_ideal,1.00117,.94663,1.01013,.98851,.97323,.99730,.97317,.98583,.99477,.97807,.95199,.97748,1.00277,.94318,.94438,.98192,.97883,1.00000,1.00000,.99586,.98336,.98416,.99973,.99730,1.00145,1.00000,.98214,1.00020,1.00012,1.00051,1.00006,.99125,1.00001,1.00963,.97526,1.00027,.97668,.97526,1.00033,1.00054,.98769,1.00016,1.00120,.98972,.97526,.96223,1.00000,1.10785,1.00003,.99982,1.00003,1.00010,1.07975,.98791,.99770,1.04887,.97526,1.00123,1.00381
pref_sf_256_cbb_mc8k_16,1.00286,.96992,1.01012,1.02120,.97178,.99319,.97402,.98676,1.02918,.97463,.97391,.97958,1.00106,1.00435,1.00603,.97607,.96363,1.00000,1.00000,.99627,.96115,.96568,.99922,.99385,1.00145,1.00000,.98214,1.00020,1.00012,1.00051,1.00006,.99125,1.00001,1.00963,.97526,1.00027,.98600,.97526,1.00033,1.00054,.98769,1.00016,1.00120,.98927,.97526,.99850,1.00000,1.10785,1.04273,.99982,1.00003,1.00010,1.47350,.97988,.99770,1.12328,.97526,1.00123,.95850
pref_sf_256_cbb_mc8k_32,1.00255,.98679,1.01014,.99932,.97324,.99951,.97358,.98614,1.00370,.97787,.97366,.97952,1.06785,1.00696,1.00672,.99962,.97971,1.00000,1.00000,1.00000,.97661,.97930,.99991,1.00161,1.00145,1.00000,.98214,1.00020,1.00012,1.00051,1.00006,.99125,1.00001,1.00963,.97526,1.00027,1.14178,.97526,1.00033,1.00054,.98769,1.00016,1.00120,.99063,.97526,1.03906,1.00000,1.10785,1.26070,.99982,1.00003,1.00010,1.07975,1.08380,.99770,1.04887,.97526,1.00123,1.00381
pref_sf_256_cbb_mc8k_4,.98739,.95781,1.01000,.99168,.97108,.99366,1.29024,1.00375,1.03042,.97051,1.28594,.96552,.99854,.96995,.97050,.94352,.95818,.99999,.99999,.99616,.95584,.95548,.99797,.99156,1.00149,1.00000,.98214,1.00019,1.00012,1.00051,1.00006,.99125,1.00001,1.01209,.97526,1.00027,.96850,.97526,1.00032,1.00054,.98769,1.00016,1.00094,.98317,.97526,.96118,1.00000,1.09929,.97837,.99986,1.00003,1.00010,1.57157,.97242,.99770,1.14624,.97526,1.00123,.95542
pref_sf_256_cbb_mc8k_64,1.00216,.96910,1.01015,.99688,.97328,.95725,.97342,.98872,1.00141,.97808,.97365,.97945,1.00260,.96982,.97259,.99163,1.00537,1.00000,1.00000,.99551,.99213,.98997,1.00007,.99561,1.00145,1.00000,.98214,1.00020,1.00012,1.00051,1.00006,.99125,1.00001,1.00963,.97526,1.00027,1.00242,.97526,1.00033,1.00054,.98769,1.00016,1.00120,1.00201,.97526,1.02288,1.00000,1.10785,1.01854,.99982,1.00003,1.00010,1.07975,1.00094,.99770,1.04887,.97526,1.00123,1.00383
pref_sf_256_cbb_mc8k_8,.98624,.95752,1.01010,1.01852,.97175,.99285,.97013,1.03583,.99083,.97476,.97054,.97475,.99859,.96708,.96752,.95940,.96181,1.00000,1.00000,.99520,.95779,.95788,.99795,.99294,1.00145,1.00000,.98214,1.00020,1.00012,1.00051,1.00006,.99125,1.00001,1.00963,.97526,1.00027,.97175,.97526,1.00033,1.00054,.98769,1.00016,1.00112,.98815,.97526,.97729,1.00000,1.10785,1.02192,.99982,1.00003,1.00010,1.11531,.96937,.99770,1.96324,.97526,1.00123,.96302
pref_sf_256_cbb_mc8k_ideal,1.00230,.96850,1.00972,.99368,.97325,.95702,.97342,.98632,1.00099,.97808,.97365,.97945,1.00249,.96586,.96849,.99432,1.00520,1.00000,1.00000,.99548,.99410,.99413,1.00002,.99560,1.00145,1.00000,.98214,1.00020,1.00012,1.00051,1.00006,.99125,1.00001,1.00963,.97526,1.00027,1.00242,.97526,1.00033,1.00054,.98769,1.00016,1.00120,1.00201,.97526,1.02288,1.00000,1.10785,1.01854,.99982,1.00003,1.00010,1.07975,1.00094,.99770,1.04887,.97526,1.00123,1.00383
pref_sf_320_cbb_ideal,1.00396,1.00466,1.01018,1.00380,.97580,1.00372,.96553,.98174,1.00136,1.00272,.96605,1.00507,1.00241,1.00408,1.00438,1.00807,1.01677,1.00000,1.00000,1.00105,1.00992,1.01060,.99992,.99779,1.00144,1.00000,1.00833,1.00032,.98792,1.00066,1.00007,1.00176,.99505,1.00001,1.01492,1.00060,1.00101,1.01492,1.00042,1.00162,1.00336,1.00028,1.00332,1.00667,1.01492,1.01092,1.00000,1.07432,1.02032,1.00003,1.00010,1.00012,1.07057,.99984,1.00036,1.05320,1.01492,1.00467,1.01841
pref_sf_320_cbb_mc2k_16,1.00281,.89485,1.01011,1.05164,.98467,.94636,.98528,.97646,1.02625,.96537,.98571,.96853,.96061,.91268,.91240,.97269,.96272,1.00000,1.00000,.96756,.98061,.98758,.99927,.94658,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.93863,1.00363,1.00034,1.00056,1.00178,1.00016,1.00119,.98472,1.00363,.91166,1.00000,1.06360,.97198,1.00022,1.00003,1.00010,1.46508,.93128,1.00295,1.13781,1.00363,1.01084,.96337
pref_sf_320_cbb_mc2k_32,1.00184,.89382,1.01004,1.00329,.97208,.94628,.98516,.97424,.98489,.96532,.98555,.96529,.96056,.90627,.90584,.97054,.92891,1.00000,1.00000,.96755,.98040,.98781,.99924,.94656,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.93863,1.00363,1.00034,1.00056,1.00178,1.00016,1.00119,.98472,1.00363,.91166,1.00000,1.06360,.97198,1.00022,1.00003,1.00010,1.07358,.93128,1.00295,1.06244,1.00363,1.01084,.96337
pref_sf_320_cbb_mc2k_4,1.04126,.93951,1.00994,1.04577,.98419,.97868,.98614,.99244,.99165,.96579,.98513,.95475,.97942,.94085,.94132,.97099,.95684,1.00000,1.00000,.98131,.96607,.96787,.99763,.97687,1.00150,1.00004,1.00260,1.00019,.99234,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.93648,1.00363,1.00034,1.00056,1.00178,1.00016,1.00093,.98018,1.00363,.92616,1.00000,1.05874,.96156,1.00022,1.00003,1.00010,1.64048,.95452,1.00295,1.16743,1.00363,1.01084,.94713
pref_sf_320_cbb_mc2k_8,1.01199,.91328,1.01007,1.04776,.98463,.97820,.98646,1.00977,.99013,.99934,.98619,.95725,.98114,.93169,.93181,.99368,1.01650,1.00000,1.00000,.97789,1.04374,1.04695,.99923,.98051,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.94313,1.00363,1.00034,1.00056,1.00178,1.00016,1.00111,.98496,1.00363,.94400,1.00000,1.06360,.97742,1.00022,1.00003,1.00010,1.11888,.95536,1.00295,2.10525,1.00363,1.01084,.95181
pref_sf_320_cbb_mc2k_ideal,1.00184,.89382,1.01004,1.00329,.97208,.94628,.98516,.97424,.98489,.96532,.98555,.96529,.96056,.90627,.90584,.97054,.92891,1.00000,1.00000,.96755,.98040,.98781,.99924,.94656,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.93863,1.00363,1.00034,1.00056,1.00178,1.00016,1.00119,.98472,1.00363,.91166,1.00000,1.06360,.97198,1.00022,1.00003,1.00010,1.07358,.93128,1.00295,1.06244,1.00363,1.01084,.96337
pref_sf_320_cbb_mc4k_16,1.00727,.98138,1.01015,1.04617,.99922,1.00112,.97925,.97741,1.03099,.97809,.97944,.97459,.99560,.95934,.96092,.97270,.97191,1.00000,1.00000,.99116,.98061,.98765,1.01129,1.00724,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.96025,1.00363,1.00034,1.00056,1.00178,1.00016,1.00119,.98924,1.00363,.95339,1.00000,1.06360,.97894,1.00022,1.00003,1.00010,1.46508,1.00664,1.00295,1.13781,1.00363,1.01084,.95140
pref_sf_320_cbb_mc4k_32,1.00347,.90310,1.01015,1.00268,.98645,.98329,.97940,.98509,1.00109,.97728,.97827,.97086,.98601,.87557,.87579,1.02000,.98893,1.00000,1.00000,.91806,.98886,.99042,.99976,.99045,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.96607,1.00363,1.00034,1.00056,1.00178,1.00016,1.00119,.98406,1.00363,.90950,1.00000,1.06360,.98286,1.00022,1.00003,1.00010,1.07358,.83054,1.00295,1.06244,1.00363,1.01084,1.01990
pref_sf_320_cbb_mc4k_4,1.04126,.93951,1.00994,1.04577,.98419,.97868,1.29871,.99244,.99165,.96579,1.29237,.95475,.97942,.94085,.94132,.97099,.95684,1.00000,1.00000,.98131,.96607,.96787,.99763,.97687,1.00150,1.00004,1.00260,1.00019,.99234,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.93648,1.00363,1.00034,1.00056,1.00178,1.00016,1.00093,.98018,1.00363,.92616,1.00000,1.05874,.96156,1.00022,1.00003,1.00010,1.64048,.95452,1.00295,1.16743,1.00363,1.01084,.94713
pref_sf_320_cbb_mc4k_64,1.00224,.89630,1.01014,.99205,.98645,.98327,.97929,.98497,.99365,.97725,.97827,.97086,.98600,.87538,.87552,.98179,.98892,1.00000,1.00000,.91804,.99245,.99432,.99975,.99045,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.96607,1.00363,1.00034,1.00056,1.00178,1.00016,1.00119,.98406,1.00363,.90950,1.00000,1.06360,.98286,1.00022,1.00003,1.00010,1.07358,.83054,1.00295,1.06244,1.00363,1.01084,1.01990
pref_sf_320_cbb_mc4k_8,1.01199,.94759,1.01007,1.04776,.98463,.97727,.97639,1.00977,.99087,.99934,.97617,.95725,.98114,.94243,.94286,.99368,1.01650,1.00000,1.00000,.97897,1.04374,1.04695,.99923,.98051,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.94313,1.00363,1.00034,1.00056,1.00178,1.00016,1.00111,.98491,1.00363,.94400,1.00000,1.06360,.97742,1.00022,1.00003,1.00010,1.11888,.95536,1.00295,2.10525,1.00363,1.01084,.95181
pref_sf_320_cbb_mc4k_ideal,1.00224,.89630,1.01014,.99205,.98645,.98327,.97929,.98497,.99365,.97725,.97827,.97086,.98600,.87538,.87552,.98179,.98892,1.00000,1.00000,.91804,.99245,.99432,.99975,.99045,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.96607,1.00363,1.00034,1.00056,1.00178,1.00016,1.00119,.98406,1.00363,.90950,1.00000,1.06360,.98286,1.00022,1.00003,1.00010,1.07358,.83054,1.00295,1.06244,1.00363,1.01084,1.01990
pref_sf_320_cbb_mc8k_16,1.00727,.98138,1.01015,1.04617,.99922,1.00112,.97925,.97741,1.03099,.97822,.97944,.97372,.99560,.95934,.96092,.97270,.97191,1.00000,1.00000,.99117,.98061,.98765,1.01129,1.00724,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.96025,1.00363,1.00034,1.00056,1.00178,1.00016,1.00119,.98924,1.00363,.95339,1.00000,1.06360,.97894,1.00022,1.00003,1.00010,1.46508,1.00664,1.00295,1.13781,1.00363,1.01084,.95140
pref_sf_320_cbb_mc8k_32,1.00404,.98420,1.01015,1.00650,.98646,.99403,.98465,.98512,1.01895,.97705,.98893,.97079,.99759,1.00091,.99715,1.02000,.98892,1.00000,1.00000,.99395,.98886,.99062,1.00324,.99492,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,1.14397,1.00363,1.00034,1.00056,1.00178,1.00016,1.00119,.98477,1.00363,1.15412,1.00000,1.06360,1.13054,1.00022,1.00003,1.00010,1.07358,1.07077,1.00295,1.06244,1.00363,1.01084,1.02362
pref_sf_320_cbb_mc8k_4,1.04126,.93951,1.00994,1.04577,.98419,.97868,1.29871,.99244,.99165,.96579,1.29237,.95475,.97942,.94085,.94132,.97099,.95684,1.00000,1.00000,.98131,.96607,.96787,.99763,.97687,1.00150,1.00004,1.00260,1.00019,.99234,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.93648,1.00363,1.00034,1.00056,1.00178,1.00016,1.00093,.98018,1.00363,.92616,1.00000,1.05874,.96156,1.00022,1.00003,1.00010,1.64048,.95452,1.00295,1.16743,1.00363,1.01084,.94713
pref_sf_320_cbb_mc8k_64,1.00634,.96595,1.01016,.99447,.98647,.93709,.97947,.98825,1.00001,.97727,.97972,.97079,.97128,.93656,.94241,.98997,1.00976,1.00000,1.00000,.98340,1.28414,1.23151,.99988,.99496,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.99902,1.00363,1.00034,1.00056,1.00178,1.00016,1.00119,1.00345,1.00363,1.00925,1.00000,1.06360,1.00949,1.00022,1.00003,1.00010,1.07358,.98951,1.00295,1.06244,1.00363,1.01084,1.01998
pref_sf_320_cbb_mc8k_8,1.01199,.94759,1.01007,1.04776,.98463,.97727,.97639,1.00977,.99087,.99934,.97617,.95725,.98114,.94243,.94286,.99368,1.01650,1.00000,1.00000,.97897,1.04374,1.04695,.99923,.98051,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.94313,1.00363,1.00034,1.00056,1.00178,1.00016,1.00111,.98491,1.00363,.94400,1.00000,1.06360,.97742,1.00022,1.00003,1.00010,1.11888,.95536,1.00295,2.10525,1.00363,1.01084,.95181
pref_sf_320_cbb_mc8k_ideal,1.00372,.96030,1.00981,.99409,.98646,.93711,.97947,.98559,.99991,.97727,.97972,.97079,.97130,.93533,.94120,.99396,1.00953,1.00000,1.00000,.98340,1.00623,.99933,.99988,.99495,1.00145,1.00004,1.00260,1.00020,.99229,1.00461,1.00110,1.00126,.99540,1.00011,1.00363,1.00027,.99902,1.00363,1.00034,1.00056,1.00178,1.00016,1.00119,1.00345,1.00363,1.00925,1.00000,1.06360,1.00949,1.00022,1.00003,1.00010,1.07358,.98951,1.00295,1.06244,1.00363,1.01084,1.01998
pref_sf_32_cbb_ideal,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc1k_16,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc1k_32,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc1k_4,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc1k_64,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc1k_8,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc1k_ideal,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc2k_16,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc2k_32,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc2k_4,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc2k_64,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc2k_8,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc2k_ideal,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
pref_sf_32_cbb_mc4k_16,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000,1.00000
