"32/32", "coremark", "coremark", 6991129, 5992527
"128/128", "coremark", "coremark", 6792479, 5992527
"192/192", "coremark", "coremark", 6596258, 5992527
"256/256", "coremark", "coremark", 6564350, 5992527
"512/512", "coremark", "coremark", 6645982, 5992527
"1024/1024", "coremark", "coremark", 6359742, 5992527
"32/32", "mibench", "basicmath_tiny", 89287004, 32097728
"128/128", "mibench", "basicmath_tiny", 50726649, 32097728
"192/192", "mibench", "basicmath_tiny", 49294571, 32097728
"256/256", "mibench", "basicmath_tiny", 46527196, 32097728
"512/512", "mibench", "basicmath_tiny", 46119792, 32097728
"1024/1024", "mibench", "basicmath_tiny", 49626684, 32097728
"32/32", "mibench", "bitcnts", 56008141, 50935509
"128/128", "mibench", "bitcnts", 50973733, 50935509
"192/192", "mibench", "bitcnts", 50978122, 50935509
"256/256", "mibench", "bitcnts", 50976145, 50935509
"512/512", "mibench", "bitcnts", 50985805, 50935509
"1024/1024", "mibench", "bitcnts", 50993451, 50935509
"32/32", "mibench", "cjpeg_small", 63445947, 57996775
"128/128", "mibench", "cjpeg_small", 63149730, 57996775
"192/192", "mibench", "cjpeg_small", 62215219, 57996775
"256/256", "mibench", "cjpeg_small", 62013505, 57996775
"512/512", "mibench", "cjpeg_small", 59954929, 57996775
"1024/1024", "mibench", "cjpeg_small", 57856794, 57996775
"32/32", "mibench", "crc_32", 24848468, 21736150
"128/128", "mibench", "crc_32", 24501896, 21736150
"192/192", "mibench", "crc_32", 24838179, 21736150
"256/256", "mibench", "crc_32", 24838551, 21736150
"512/512", "mibench", "crc_32", 22781896, 21736150
"1024/1024", "mibench", "crc_32", 22434418, 21736150
"32/32", "mibench", "csusan_small", 5859034, 2406457
"128/128", "mibench", "csusan_small", 4787517, 2406457
"192/192", "mibench", "csusan_small", 4522045, 2406457
"256/256", "mibench", "csusan_small", 4297107, 2406457
"512/512", "mibench", "csusan_small", 3332668, 2406457
"1024/1024", "mibench", "csusan_small", 3525088, 2406457
"32/32", "mibench", "dbf", 88885919, 82674973
"128/128", "mibench", "dbf", 87700400, 82674973
"192/192", "mibench", "dbf", 88236494, 82674973
"256/256", "mibench", "dbf", 86960235, 82674973
"512/512", "mibench", "dbf", 85081907, 82674973
"1024/1024", "mibench", "dbf", 83520103, 82674973
"32/32", "mibench", "dijkstra_small", 104375936, 80507099
"128/128", "mibench", "dijkstra_small", 87540380, 80507099
"192/192", "mibench", "dijkstra_small", 87504300, 80507099
"256/256", "mibench", "dijkstra_small", 87198975, 80507099
"512/512", "mibench", "dijkstra_small", 86967442, 80507099
"1024/1024", "mibench", "dijkstra_small", 87006395, 80507099
"32/32", "mibench", "djpeg_small", 18287777, 15852901
"128/128", "mibench", "djpeg_small", 17126942, 15852901
"192/192", "mibench", "djpeg_small", 17784613, 15852901
"256/256", "mibench", "djpeg_small", 17055316, 15852901
"512/512", "mibench", "djpeg_small", 16283672, 15852901
"1024/1024", "mibench", "djpeg_small", 16187536, 15852901
"32/32", "mibench", "drijndael", 151678019, 90557476
"128/128", "mibench", "drijndael", 146405464, 90557476
"192/192", "mibench", "drijndael", 146875233, 90557476
"256/256", "mibench", "drijndael", 146423875, 90557476
"512/512", "mibench", "drijndael", 143508426, 90557476
"1024/1024", "mibench", "drijndael", 147258646, 90557476
"32/32", "mibench", "ebf", 89523218, 82954962
"128/128", "mibench", "ebf", 87774910, 82954962
"192/192", "mibench", "ebf", 88543506, 82954962
"256/256", "mibench", "ebf", 87266859, 82954962
"512/512", "mibench", "ebf", 85382869, 82954962
"1024/1024", "mibench", "ebf", 83801511, 82954962
